case_number,job_title,worksite_city,worksite_state,worksite_postal_code,violentcrimesperpop,cost_of_living_2020,missing_crime_data,case_status
I-200-21203-477774,Technical Support Engineer,AUSTIN,TX,78759,599.78,1.023,0,Certified
I-200-22333-610330,Product Manager,JUSTIN,TX,76247,599.78,0.962,1,Certified
I-200-20100-475038,Field Engineer,CAMERON,LA,70631,1370.94,0.882,1,Certified
I-200-20079-422089,Software Engineer,DALLAS,TX,75230,1744.19,0.973,0,Denied
I-200-20177-679823,Developer,CARROLLTON,TX,75010,214.51,0.971,0,Certified
I-200-21232-535030,Product Security Engineer,AUSTIN,TX,78701,599.78,1.023,0,Certified
I-200-23144-051862,SOFTWARE DEVELOPER,PARSIPPANY,NJ,07054,162.1,1.186,1,Certified
I-200-20329-926155,Senior Engineer,MIAMI,FL,33157,3829.21,1.116,0,Certified
I-200-24211-227643,Software Development Engineer II,HERNDON,VA,20171,1135.5,1.558,1,Certified
I-200-22110-087440,Architect,OLDSMAR,FL,34677,3235.45,0.946,1,Certified
I-200-22333-610348,Principal Software Engineer,MOUNDS VIEW,MN,55112,1811.81,1.151,1,Certified
I-200-22215-394410,Software Engineer IV,CHARLOTTE,NC,28262,1787.2,1.018,0,Certified
I-200-22341-627005,Senior Data Scientist,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-20206-734423,Software Developer,BEAVERTON,OR,97006,316.1,1.177,0,Certified
I-200-23206-213363,Staff ML/Robotics Engineer,SAN FRANCISCO,CA,94107,327.36,1.861,1,Certified
I-200-22147-220767,Principal Statistical Programmer,CARY,NC,27513,1787.2,1.051,1,Certified
I-200-22118-115215,Cognos Developer,HOFFMAN ESTATES,IL,60192,599.78,1.136,1,Certified
I-200-21120-274998,SMTS Silicon Design Engineer,SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-24068-784486,Software Engineer,NEW YORK,NY,10011,1171.84,1.804,1,Certified
I-200-20162-642604,Sr. Programmer Analyst,BURBANK,CA,91502,491.18,1.411,0,Certified
I-200-22111-095325,Software Engineer III,UNIONTOWN,OH,44685,1118.78,0.915,1,Certified
I-200-24018-650230,Research Assistant Professor,ANN ARBOR,MI,48109,599.78,1.067,1,Certified
I-200-21362-788605,Solutions Architect III,ATLANTA,GA,30305,4026.59,1.003,0,Certified
I-200-20259-825162,Sustainability Manager,AMADO,AZ,85645,817.33,0.958,1,Certified
I-200-23095-906769,Software Developer,LEWISVILLE,TX,75067,293.63,0.964,0,Certified
I-200-20038-306916,Business Analyst,"HERNDON,",VA,20171,1135.5,1.558,1,Certified
I-200-21306-683228,Staff Hardware Engineer,SAN DIEGO,CA,92129,327.36,1.35,1,Certified
I-200-24033-687723,Applied Scientist III,SEATTLE,WA,98121,1399.84,1.357,0,Certified
I-200-23320-507544,Scrum Master,NEWTOWN SQUARE,PA,19073,1262.47,1.135,1,Certified
I-200-24061-765328,Senior Analyst,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-22021-844423,QA Automation Tester ,WESTLAKE,TX,76262,599.78,0.963,1,Certified
I-200-20061-364122,Associate,NEW YORK,NY,10036,1171.84,1.804,1,Certified
I-200-20254-815697,Senior Software Data Engineer,MOUNT LAUREL,NJ,08054,162.1,1.135,1,Certified
I-200-20189-699997,SR BI CONSULTANT,FARMINGTON,CT,06032,599.78,1.122,1,Certified
I-200-20126-541773,Lead Consultant - US,SAN JOSE,CA,95134,327.36,1.681,1,Certified
I-200-23275-405388,BI DEVELOPER,JAMISON,PA,18929,1262.47,1.133,1,Certified
I-200-22019-837462,Applications Consultant 3,RIDGEVILLE,SC,29472,1756.32,1.011,1,Certified
I-200-21250-567947,IT Consultant (Java/API Automation Engineer ),ALPHARETTA,GA,30004,60.9,0.998,0,Certified
I-200-21267-603961,MEMBER OF TECHNICAL STAFF 3,WHEELING,IL,60090,599.78,1.085,1,Certified
I-200-21181-435547,Sr. Quality Assurance Analyst,CHICAGO,IL,60606,599.78,1.15,1,Certified
I-200-23272-399406,Specialist-Technology,STERLING,VA,20166,1135.5,1.515,1,Certified
I-200-22348-638917,SOFTWARE DEVELOPER,FOLCROFT,PA,19032,1262.47,1.137,1,Certified
I-200-24071-787983,Principal Software Engineer,AUSTIN,TX,78701,599.78,1.023,0,Certified
I-200-24058-753264,ARCHITECT,CHICAGO,IL,60606,599.78,1.15,1,Certified
I-200-24057-749510,IT Consultant (.Net Developer),REDMOND,WA,98052,143.51,1.356,0,Denied
I-200-22172-301573,Solution Architect,RESTON,VA,20191,1135.5,1.559,1,Certified
I-200-22216-397395,Assistant Professor,WEST LAFAYETTE,IN,47907,1682.47,0.911,1,Certified
I-200-20275-854033,Staff Scientist,ST. LOUIS,MO,63110,106.93,0.944,1,Certified
I-200-23291-439187,Software Developer,JACKSONVILLE,FL,32216,1681.08,0.9259999999999999,0,Certified
I-200-21057-103787,Customer Project Manager,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-24158-079078,Software Engineer (Programmer Analyst),IRVING,TX,75038,401.73,0.973,0,Certified
I-200-24240-297411,Front End Developer,WESTLAKE,TX,76262,599.78,0.963,1,Certified
I-200-22319-586934,Test Lead,COLLIERVILLE,TN,38017,1633.81,0.833,1,Certified
I-200-21014-012885,Software Engineer 1615.16377,SAN BRUNO,CA,94066,327.36,1.86,1,Certified
I-200-20154-619068,Software Developer,AUSTIN,TX,78701,599.78,1.023,0,Certified
I-200-20280-859401,Software Engineer,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-23275-404956,Mechanical Systems Engineer,SAN CARLOS,CA,94070,327.36,1.628,1,Certified
I-200-20350-961350,SOFTWARE DEVELOPMENT ENGINEER II,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-22136-177324,SR. QA ENGINEER,PLANO,TX,75025,303.7,0.969,0,Certified
I-200-24164-101278,Technical Specialist,SPRING,TX,77389,599.78,0.914,1,Certified
I-200-21006-996919,Component Design Engineer,AUSTIN,TX,78746,599.78,1.023,0,Certified
I-200-21007-000540,PROJECT LEAD,PARSIPPANY,NJ,07054,162.1,1.186,1,Certified
I-200-22060-939147,Accountants and Auditors - KBGFJG86778-8,NEW YORK,NY,10001,1171.84,1.804,1,Certified
I-200-23228-270019,MTS Silicon Design Engineer,SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-21243-555311,"Scientist II, Car-T Cellular Therapy, Discovery",SOUTH SAN FRANCISCO,CA,94080,327.36,1.861,1,Certified
I-200-22315-583184,Senior Manager,NEW YORK,NY,10017,1171.84,1.804,1,Certified
I-200-24020-654576,Research Scientist PhD,KANSAS CITY,MO,64108,106.93,0.916,1,Certified
I-200-19329-164560,Senior Systems Analyst JC60,MCLEAN,VA,22102,1135.5,1.561,1,Certified
I-200-21181-436370,Statistician I,LOS ANGELES,CA,90089,327.36,1.411,1,Certified
I-200-23055-800414,Senior Manager JC45 - Computer Systems Engineers/Architects,OAKS,PA,19456,1262.47,1.133,1,Certified
I-200-24009-626910,Implementation Analyst,WASHINGTON,DC,20024,3048.38,1.561,0,Certified
I-200-23066-827007,Business Systems Analyst 2,BLOOMINGTON,IL,61704,599.78,0.9299999999999999,1,Certified
I-200-22154-243203,VALIDATION ENGINEER,WALTHAM,MA,02451,455.62,1.51,0,Certified
I-200-24059-754940,Care Manager,CHICAGO,IL,60632,599.78,1.15,1,Certified
I-200-21159-380066,Design Engineer I,BROOKFIELD,WI,53005,177.84,0.969,0,Certified
I-200-23016-704433,SAP TECHNO-FUNCTIONAL CONSULTANT,DALLAS,TX,75287,1744.19,0.973,0,Certified
I-200-22277-508340,Staff Analog Mixed Signal Design Engineer,SAN DIEGO,CA,92121,327.36,1.35,1,Certified
I-200-22054-923506,Staff Software Engineer,SUNNYVALE,CA,94086,249.62,1.681,0,Certified
I-200-22292-539438,Physical Therapist,VIRDEN,IL,62690,599.78,0.922,1,Certified
I-200-20196-713928,POSTDOCTORAL FELLOW,KANSAS CITY,KS,66160,874.69,0.916,1,Certified
I-200-20274-850751,Lead BI Analytics Developer,PLANO,TX,75093,303.7,0.969,0,Certified
I-200-24150-046515,DIRECTOR - FINANCE AND ACQUISITIONS,NEW YORK,NY,10022,1171.84,1.804,1,Certified
I-200-23110-953050,QA ANALYST,PRINCETON,CA,08540,327.36,1.135,1,Certified
I-200-24225-261736,Visiting Scientist,SILVER SPRING,MD,20993-0002,3081.26,,1,Certified
I-200-24003-611477,Program Manager II,MEDFORD,MA,02155,778.93,1.51,0,Certified
I-200-21251-569728, Software Dev Engineer I ,SEATTLE,WA,98121,1399.84,1.357,0,Certified
I-200-23123-989759,Senior Research and Development Engineer,ROCHESTER HILLS,MI,48309,599.78,0.978,1,Certified
I-200-20023-270236,Bilingual Donor Contact Representative III,MINNEAPOLIS,MN,55401,1811.81,1.151,0,Certified
I-200-20100-475374,"AVP, Software Development",GLENDALE,CO,80246,787.17,1.125,1,Certified
I-200-21194-458127,Computer Programmer,STAMFORD,CT,06902,599.78,1.506,1,Certified
I-200-21127-294491,HARDWARE DEVELOPMENT ENGINEER,CUPERTINO,CA,95014,349.61,1.681,0,Certified
I-200-22111-094120,Quality Engineer,ROCKFORD,IL,61109,599.78,0.9319999999999999,1,Certified
I-200-24263-348453,Project Architect,WASHINGTON,DC,20001,3048.38,1.561,0,Certified
I-200-22101-054803,Business Intelligence Engineer II,ATLANTA,GA,30363,4026.59,1.003,0,Certified
I-200-21013-010000,Senior Scrum Master,SCHAUMBURG,IL,60195,599.78,1.13,1,Certified
I-200-20106-487427,Senior Software Engineer,SAN JOSE,CA,95128,327.36,1.681,1,Certified
I-200-21316-703829,SR. DATA SCIENTIST,NAPERVILLE,IL,60563,599.78,1.099,1,Certified
I-200-23345-556622,Technical Program Manager,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-22313-577365,Senior DevOps Engineer,PHOENIX,AZ,85003,1097.07,1.051,0,Certified
I-200-20274-850856,APPLIED SCIENTIST II,SEATTLE,WA,98121,1399.84,1.357,0,Certified
I-200-24025-667139,Software Developer,IRVING,TX,75039,401.73,0.973,0,Certified
I-200-20273-849758,SOFTWARE ENGINEER,KANSAS CITY,MO,64138,106.93,0.916,1,Certified
I-200-24136-996589,Software Developer,JACKSONVILLE,FL,32256,1681.08,0.9259999999999999,0,Certified
I-203-23228-269796,Software Engineer,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-19282-078985,Senior Business System Analyst,PARSIPPANY,NJ,07054,162.1,1.186,1,Certified
I-200-22300-553336,Computer Systems Analysts - KBGFJG178757-6,CHARLOTTE,NC,28202,1787.2,1.018,0,Certified
I-200-20042-314676,SOFTWARE DEVELOPMENT ENGINEER - APPLICATIONS,SANTA CLARA,CA,95054,327.36,1.681,1,Certified
I-200-23345-556988,Software Engineer - Sr. Consultant level,AUSTIN,TX,78759,599.78,1.023,0,Certified
I-200-23171-127296,Programmer Analyst,NASHVILLE,TN,37209,1633.81,0.952,1,Certified
I-200-20126-543772,FINANCIAL ANALYST,FARMERS BRANCH,TX,75234,599.78,0.973,1,Certified
I-200-22126-144278,TECHNICAL LEAD,SAN LEANDRO,CA,94577,327.36,1.568,1,Certified
I-200-19350-200344,Consultant,SAN JOSE,CA,95113,327.36,1.681,1,Certified
I-200-21054-095060,Architect,TEMPE,AZ,85281,556.4,1.049,0,Certified
I-200-19365-221544,progress manager ,ORANGE,CA,92865,473.71,1.358,0,Certified
I-200-24229-271814,IT Project Managers - IV,CHELMSFORD,MA,01824,1968.89,1.241,1,Certified
I-200-22133-167625,Research Engineer II,SAN JOSE,CA,95110,327.36,1.681,1,Certified
I-200-22053-919800,Software Engineer,MOUNTAIN VIEW,CA,94043,327.36,1.681,1,Certified
I-200-21055-097179,Staff Anesthesiologist,BOSTON,MA,02215,1968.89,1.51,0,Certified
I-200-22067-960172,Quality Engineer,EDEN PRAIRIE,MN,55344,1811.81,1.149,1,Certified
I-200-20125-537342,Software Test Engineer,CLEVELAND,OH,44124,1678.54,0.931,0,Certified
I-200-20279-858948,Engineering Director,MOUNTAIN VIEW,CA,94041,327.36,1.681,1,Certified
I-200-24008-623872,Architect,DEERFIELD,IL,60015,599.78,1.079,1,Certified
I-200-21270-608449,Software Engineer,SUNNYVALE,CA,94085,249.62,1.681,0,Certified
I-200-21168-407007,Industrial Engineer,LIVERMORE,CA,94550,314.07,1.453,0,Certified
I-200-21117-261488,Information Technology Project Manager,HOUSTON,TX,77042,599.78,0.92,1,Certified
I-200-24249-317408,Network Engineer,GREENWOOD VILLAGE,CO,80111,787.17,1.125,1,Certified
I-200-23041-766111,Product Owner II,COLUMBUS,IN,47201,1682.47,0.962,1,Certified
I-200-22321-593741,"Manager, Implementation & Integration",KYLE,TX,78640,599.78,1.018,1,Certified
I-200-24179-152671,STAFF ELECTRICAL ENGINEER,SAN JOSE,CA,95134,327.36,1.681,1,Certified
I-200-24156-069277,Senior Quant Researcher,NEW YORK,NY,10022,1171.84,1.804,1,Certified
I-200-19288-088933,SOFTWARE DEVELOPER,BELLEVUE,WA,98008,223.06,1.357,0,Certified
I-200-24212-230623,Software Development Engineer III,BELLEVUE,WA,98004,223.06,1.357,0,Certified
I-200-20176-676829,SOFTWARE DEVELOPMENT ENGINEER - APPLICATIONS MANAGER,SUNNYVALE,CA,94085,249.62,1.681,0,Certified
I-200-21061-114586,IT Project Delivery Manager,SYRACUSE,NY,13202,852.74,1.032,0,Certified
I-200-20260-826843,"Associate Director, Dean's Initiatives & Special Projects",PROVIDENCE,RI,02903,916.52,1.053,0,Certified
I-200-20344-943059,Software Engineer ,TYSONS CORNER,VA,22182,1135.5,1.56,1,Certified
I-200-24053-740123,SAP Consultant,MCKINNEY,TX,75070,1202.68,0.965,0,Certified
I-200-21110-239931,Senior Program Manager,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-24032-684846,Clinical Resident,ROCHESTER,MN,55905,1811.81,1.09,1,Certified
I-200-21243-557148,Associate Accountant,JACKSON,MO,63755,106.93,0.9359999999999999,1,Certified
I-200-21280-630609,Systems Administrator,BRENTWOOD,TN,37027,64.88,0.951,0,Certified
I-203-21112-250389,Senior Client Solutions Consultant,WASHINGTON,DC,20005,3048.38,1.561,0,Certified
I-200-20196-712054,System Analyst JC65,NORTH ARLINGTON,NJ,07031,162.1,1.187,1,Certified
I-200-23297-452067,Sr. Product Manager 2 - Technical,SAN JOSE,CA,95131,327.36,1.681,1,Certified
I-200-23243-312283,Computer Systems Analyst,SAN FRANCISCO,CA,94102,327.36,1.861,1,Certified
I-200-24157-073653,Software Developer,PRAIRIE,TX,75051,599.78,0.971,1,Certified
I-200-22084-009451,Professional Services II,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-21182-440434,Software Engineer II,COLUMBUS,IN,47201,1682.47,0.962,1,Certified
I-200-24100-867547,Biostatistician II,CARY,NC,27519,1787.2,1.051,1,Certified
I-200-21167-404563,PYTHON DEVELOPER,NORTHBROOK,IL,60062,599.78,1.146,1,Certified
I-200-20100-474661,IT Project Manager,MONTVALE,NJ,07645,162.1,1.35,1,Certified
I-200-23114-960544,Test Engineer,STERLING,VA,20166,1135.5,1.515,1,Certified
I-200-24171-128006,Lead Consultant - US,INDIANAPOLIS,IN,46241,1682.47,0.945,0,Certified
I-200-24167-115806,STRUCTURAL ENGINEER,BROOKLYN,NY,11220,1171.84,1.804,1,Denied
I-200-20177-680534,Senior Web Developer  ,GREENWOOD,MS,38930,489.94,0.834,0,Certified
I-200-22347-636490,Professional Services III,JACKSONVILLE,FL,32216,1681.08,0.9259999999999999,0,Certified
I-200-23300-462609,Postdoctoral Research Associate,OMAHA,NE,68198,599.78,0.971,1,Denied
I-200-20290-880205,Senior Data Engineer,DALLAS,TX,75254,1744.19,0.973,0,Certified
I-200-23198-194892,Senior Engineering Manager in Test,PLANO,TX,75024,303.7,0.969,0,Certified
I-200-22285-524191,Financial Analysis,REDMOND,WA,98052,143.51,1.356,0,Certified
I-200-23334-532331,Program Manager,PALO ALTO,CA,94304,327.36,1.679,1,Certified
I-200-22299-552654,Software Developer,FARMINGTON HILLS,MI,48335,599.78,0.957,1,Certified
I-200-19305-122172,Python Developer,WHIPPANY,NJ,07981,162.1,1.186,1,Certified
I-200-21194-458245,Senior Quality Assurance Engineer II,NEW YORK,NY,10011,1171.84,1.804,1,Certified
I-200-21083-170375,Product Engineering Specialist,COLUMBUS,IN,47201,1682.47,0.962,1,Certified
I-200-20309-898194,SOFTWARE ENGINEER,ST LOUIS,MO,63131,106.93,0.944,1,Certified
I-200-20281-868442,SOFTWARE ENGINEER,OLATHE,KS,66062,874.69,0.911,1,Certified
I-200-24082-822038,Mgr Engineering II,SAN JOSE,CA,95002,327.36,1.681,1,Certified
I-200-20115-514625,ø	PEGA SENIOR SYSTEM ARCHITECT,WORCESTER,MA,01653,1968.89,1.167,1,Certified
I-200-21047-078768,Principal QA Analyst (SAP) ,MIRAMAR,FL,33025,743.07,1.114,0,Certified
I-200-22172-300109,"Manager, Language Technologies",SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-20338-936340,System Architect - III,BEDMINSTER,NJ,07921,162.1,1.276,1,Certified
I-200-23270-387792,OT Network Engineer,SAN RAMON,CA,94583,327.36,1.564,1,Certified
I-200-20115-514441,Quality Assurance Test Engineer,PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-22294-544838,Senior Product Manager ,CASTRO VALLEY,CA,94552,327.36,1.567,1,Certified
I-200-21138-324094,Bioinformatics Scientist,NATICK,MA,01760,1968.89,1.508,1,Certified
I-200-21224-519023,SOFTWARE  ENGINEER,EDISON,NJ,08837,143.94,1.226,0,Certified
I-200-24026-669029,Packaging Engineer,HILLSBORO,OR,97124,228.53,1.173,0,Certified
I-200-24198-199217,Operations Director,MIAMI,FL,33131,3829.21,1.116,0,Certified
I-200-23103-930857,Senior Data Scientist,SAN FRANCISCO,CA,94105,327.36,1.861,1,Certified
I-200-21011-006106,Software Engineer,MENLO PARK,CA,94025,327.36,1.678,1,Certified
I-200-23296-449628,Test Automation Engineer,CHICAGO,IL,60607,599.78,1.15,1,Certified
I-200-21165-395574,Assistant Professor of Theology - Jain Studies,CLAREMONT,CA,91711,358.64,1.237,0,Certified
I-200-21044-076256,Systems Engineer,PLEASANTON,CA,94588,144.9,1.526,0,Certified
I-200-20346-952026,Software Development Engineer II,ATLANTA,GA,30339,4026.59,1.003,0,Certified
I-200-22165-279283,Static Timing Analysis Engineer,SUNNYVALE,CA,94085,249.62,1.681,0,Certified
I-200-23220-247227,Cloud Operations Engineer,FOSTER CITY,CA,94404,327.36,1.712,1,Certified
I-200-23320-506459,Senior Technology Project Manager,GLENDALE,AZ,85307,817.33,1.051,0,Certified
I-200-23265-373137,BUSINESS ANALYST II,SEATTLE,WA,98109,1399.84,1.357,0,Certified
I-200-22193-344987,Programmer Analyst - II,SAN ANTONIO,TX,78205,599.78,0.891,1,Certified
I-200-23080-864580,Oracle Functional Consultant,MOORPARK,CA,93021,236.6,1.367,0,Certified
I-200-19303-117630,"Principal Architect, Data Management",JERSEY CITY,NJ,07302,162.1,1.804,1,Certified
I-200-24031-679625,Instock Manager III,BOSTON,MA,02210,1968.89,1.51,0,Certified
I-200-24241-300960,Postdoctoral Scholar (in Materials Science / Engineering),BERKELEY,CA,94720,1625.6,1.568,0,Certified
I-200-21036-058038,Postdoctoral Fellow,BOSTON,MA,02115,1968.89,1.51,0,Certified
I-200-24148-038814,Computer Systems Engineer,HOUSTON,TX,77084,599.78,0.92,1,Certified
I-203-23297-453240,Business Performance Analytics Lead,DALLAS,TX,75201,1744.19,0.973,0,Certified
I-200-21119-270712,Artificial Intelligence Software Engineer,SUNNYVALE,CA,94086,249.62,1.681,0,Certified
I-203-24016-643031,"Senior Manager, Trend & Concept",NEW YORK,NY,10036,1171.84,1.804,1,Certified
I-200-22279-515707,Manager JC50,CHARLOTTE,NC,28269,1787.2,1.018,0,Certified
I-200-23124-993937,Physician - Acute Care Surgery,GRAND RAPIDS,MI,49503,599.78,0.967,1,Certified
I-200-22082-002281,Business Intelligence Software Developer,WYOMING,PA,18644,1262.47,0.955,1,Certified
I-200-22035-877947,Data Scientist II,SEATTLE,WA,98101,1399.84,1.357,0,Certified
I-200-20296-885085,Business Intelligence Data Administrator ,WASHINGTON,DC,20001,3048.38,1.561,0,Certified
I-200-20297-887449,SOFTWARE DEVELOPMENT ENGINEER II,SANFORD,FL,32771,1440.54,0.989,0,Certified
I-200-22301-555892,Technology Lead - US,RALEIGH,NC,27617,842.7,1.051,0,Certified
I-200-24214-238408,Engineering Manager II,GLEN ROCK,NJ,07452,162.1,1.35,1,Certified
I-200-23233-282831,Postdoctoral Research Affiliate,STANFORD,CA,94305,327.36,1.679,1,Certified
I-200-23310-481475,Business Analytics Senior Group Manager,WILMINGTON,DE,19801,887.29,1.124,1,Certified
I-200-22164-271538,Senior Software Engineer,DALLAS,TX,75208,1744.19,0.973,0,Certified
I-200-20176-677465,SOFTWARE DEVELOPER/ETL DATA WAREHOUSE DEVELOPER,ROCKFORD,IL,61108,599.78,0.9319999999999999,1,Certified
I-200-20307-895466,"Associate Manager, Product Management",NEW YORK,NY,10036,1171.84,1.804,1,Certified
I-200-24261-342645,Medical Technologist,SPRINGFIELD,IL,62781,599.78,0.927,1,Certified
I-200-24111-908726,Special Education Resource Teacher,ROSAMOND,CA,93560,327.36,0.98,1,Certified
I-200-24114-918317,SoC DV Engineer,CUPERTINO,CA,95014,349.61,1.681,0,Certified
I-200-22130-155814,SAP Finance Digital Transformation Consultant/System Analyst,PLANO,TX,75075,303.7,0.969,0,Certified
I-200-24165-107053,CLINICAL ASSOCIATE,NEWARK,DE,19713,887.29,1.123,1,Certified
I-200-21018-018893,Project Manager – II,IRVINE,CA,92618,111.68,1.358,0,Certified
I-200-21200-470752,Accounting Programmer Analyst,BUENA PARK,CA,90621,327.36,1.326,1,Certified
I-200-20106-489097,Information Technology Project Manager,NEW YORK,NY,10016,1171.84,1.804,1,Certified
I-200-21057-106669,DEVELOPER,CORAOPOLIS,PA,15108,1262.47,0.945,1,Certified
I-200-21012-007527,Staff Modem Software Engineer,SAN DIEGO,CA,92121,327.36,1.35,1,Certified
I-200-24094-852577,Project Manager ,MASSAPEQUA,NY,11758,1171.84,1.662,1,Certified
I-200-21036-057027,Clinical Assistant Professor of Nursing,OKLAHOMA CITY,OK,73106,1304.78,0.931,1,Certified
I-200-23104-932665,Computer Systems Analyst 3,ST. LOUIS,MO,63110,106.93,0.944,1,Certified
I-200-24159-084376,Cancer Genomics Research Scientist,CHICAGO,IL,60637,599.78,1.15,1,Certified
I-200-22082-003940,Growth Analyst,SAN JOSE,CA,95110,327.36,1.681,1,Certified
I-200-20045-323183,Technical Program Manager,NEW YORK,NY,10003,1171.84,1.804,1,Certified
I-200-21029-042516,Software Architect,LAS VEGAS,NV,89135,687.49,0.981,1,Certified
I-200-22341-626751,Quality Assurance Analyst ,SOUTH SAN FRANCISCO,CA,94080,327.36,1.861,1,Certified
I-200-20364-981701,Senior Modem Software Engineer,SAN DIEGO,CA,92121,327.36,1.35,1,Certified
